restaurant_id,restaurant_name
4001287,Healthy Stop Cafeteria - كافيتيريا هيلثي ستوب
4001288,Lucky Lantern - لاكي لينترن
4001289,Wabi Sabi Bistro - وابي سابي بيسترو
4001290,Alandaq House - بيت العندق
4001291,AlNokhda Restaurant - مطعم النوخذه
4001292,Dresha - دريشة
4001293,Alnathri - النثري للأرز 
4001294,Inch - انش 
4001295,Soft Pie - الفطيرة الطرية
4001296,Gather Up - جاذر أب
4001297, Merryland - الميرلاند - close
4001298,Biddy Bird - بيدي بيرد ( closed ) 
4001299,Taverna - تافيرنا 
4001300,Qaryat Alburger A - قرية البرجر 
4001301,Pala Pizzeria - بالا بيتزاريا
4001302,Double A Cafe - دبل أي كافية
4001303,ABAQ Restaurant - مطعم عبق
4001304,Bait Almahashi - بيت المحاشي
4001305,Mashwi Laffa - مشاوي لفه
4001306,Society Sandwich - سوسايتي ساندوتش
4001307,Essential Core - اسينشيل كور
4001308,Shawarma Nwayer - شاورما نوير - cloose
4001309,Salya Restaurant - مطعم سالية
4001310,Krush Burger R - كراش برجر  closed
4001311,Round Burger - راوند برجر
4001312,Leo Cookies - ليو كوكيز -close
4001313,Guys & Grills (Permanently Closed)
4001314,Mr.B Burger - مستر بي برجر
4001315,Ahla Luqimat And Balh - احلى لقيمات وبلح - close
4001316,Holic J - هولك - cloose
4001317,Swish -  سويش
4001318,Birger Hasisa - برجر حصيصه
4001319,Iris Cafe - مقهى آيرس 
4001320,Als Chimney - ألز تشمني
4001321,-5 - -5جباتي وكرك
4001322,Macroni A - مكروني - cloose 
4001323,Taco Map   - تاكو ماب 
4001324,Shawarma Zone T - شاورما زون
4001325,Asian - أسيان
4001326,Barbeq Party - حفلة الشواء
4001327,Senmar - سنمار
4001328,Mame Pod - مامي بود
4001329,Cheeky Chicken - تشيكي تشكن
4001330,Krums Factory 9\10 - 9\10 كرامز فاكتوري
4001331,Mathaq Altayyibeen - مذاق الطيبين
4001332,Dana Fish - سمك الدانة للمأكولات البحرية
4001333,Aswaq Laboon -  اسواق لبون
4001334,Hacked Cookies - هاكد كوكيز
4001335,Crowd - كراود
4001336,Konafa Crunch A - كنافة كرانش
4001337,Nora Coffee - نورا كافيه
4001338,Karamor - كارامر - close
4001339,Malem Roll Master - شاورما لفة معلم
4001340,Outlier - اوتلاير
4001341,Emma's kitchen - إيماز كيتشن
4001342,Chubbyz - شابيز
4001343,Pasta Fiesta - باستا فياستا
4001344,Chicken Basha N - تشكن باشا
4001345,A Tout - اتو
4001346,On Fire - اون فاير 
4001347,Falafel & Shawarma Planet - كوكب الفلافل والشاورما
4001348,Hellenika - هلينيكا - cloose
4001349,Cocani Cafe - كوكاني كافيه
4001350,Eat Pancake and Drink Karak - كل بانكيك واشرب كرك
4001351,Butter Layers - طبقات الزبدة
4001352,Reya Coffee - ريا كوفي
4001353,Falafel Alsharq - فلافل الشرق
4001354,Suban Beach - شاطئ سوبان 
4001355,Almashwa Alraqi - المشوى الراقي
4001356,Dumdum Donutterie - دم دم دوناتري - close
4001357,Masala Restaurant - مطعم مسالا
4001358,45 Degree Cafe - 45 درجة كافيه
4001359,Pounders - باوندرز
4001360,BQ - بي كيو
4001361,Joeloui Mashwyat Allahm - جولوي مشويات اللحم
4001362,Madbecom T - مظبيكم
4001363,Vilag Kurtos - فيلاج كورتش
4001364,Macdonda Burger - ماكدوندا برجر
4001365,Wagbur - واغبر
4001366,Grill And More - جريل اند مور 
4001367,BBQ Burgers & kebabs - لذاذة برجر
4001368,Dirty Byrd - ديرتي بيرد - close
4001369,Worthy  - ورثي - close
4001370,Little Italy BH -  ليتل ايتالي
4001371,Dim Light - مطعم الضوء الخافت
4001372,Point Café - بوينت كافيه
4001373, Gushed -  قاشد     
4001374,Karak Alshayeb BH - كرك الشايب
4001375,Taj Al Mandi Restaurant - مطعم تاج المندي - cloose
4001376,Dawg & Co - دوج اند كو - closse
4001377,Muna Pizza & Pasta - منى بيتزا وباستا
4001378,Thunder R - ثندر
4001379,Kumru - كمرو
4001380,Dogzilla Restaurant - مطعم دوغزيلا
4001381,Tercel - تيرسل
4001382,Pizza Zad Al-Omdah - بيتزا زاد العمدة
4001383,Crunchy Box -  صندوق قرمشة
4001384,Mylk - ميلك
4001385,Kazan Grill - شواية كازان
4001386,Umbrella - امبريلا 
4001387,Turmeric House - مطعم بيت الكركم
4001388,Morven - مورڤن
4001389,Kukh Alfatayir - كوخ الفطائر
4001390,Nthreyat -  نثريات - من البيت .. للبيت
4001391,Al Brjas - البرجاس
4001392,Shawarma Adres - عنوان الشاورما
4001393,Deliziosa Pizza - ديليزيوسا بيتزا
4001394,Hamsa & Kabsa - حمسة وكبسة 😋حمسة دجاج
4001395,What The Fudge - وات ذا فدج
4001396,Be'ken Battle - بيكن باتل
4001397,Avanguardia - افنجارديا 
4001398,Black Sip - رشفة سوداء
4001399,Egyptian Food On Fire - أكل مصري ع النار
4001400,Politano - بوليتانو 
4001401,The Red Pasta Cup 🍝 - ذا رد باستا كَب
4001402,Smokedhub - سموكدهب
4001403,Arabic Rice kitchen - مطبخ الرز العربي 
4001404,Shawayat Azoz -  شواية عزوز البخاري
4001405,Pass - باس
4001406,Quokka Coffee - كواكا كوفي
4001407,Masoob Beladi - معصوب بلادي - close
4001408,Pablo Café - بابلو كافية
4001409,Toasty - توستي
4001410,Zaki Almadinah Restaurant - مطعم زاكي المدينة
4001411,Misto® - ميستو®
4001412,Akina Japanese Sweets - اكينا للحلويات اليابانية
4001413,DP Burger - دي بي برجر
4001414,What The Crepe -  وات ذا كريب
4001415,Burger Taste - لذة البرجر - cloose
4001416,New Taste - مذاق جديد
4001417,Fatoum Shawarma - فطوم شاورما
4001418,Okazje - اوكازيي - cloose
4001419,Halana Mix - حلانا مكس - cloose
4001420,Blet lounge - بلت لاونج
4001421,Fitly - فيتلـي
4001422,Chef Flame - لهب الشيف
4001423,Hala Wahed - هلا واحد - cloose
4001424,Hambur Section - مطعم همبر سكشن  
4001425,Ham - هام فقط 
4001426,Monkey Lala - مونكي لا لا
4001427,Real Chicken - ريل تشكن 
4001428,Ahjar Coffee - قهوة احجار 
4001429,Mazar - مزار
4001430,People - بيبول
4001431,13 inch pizza & more  -   ١٣ - closeانش
4001432,Solo Burger - سولو برجر
4001433,Z36R - زعطر
4001434,Coffee Bites - كوفي بايتس (CLOSED)
4001435,Lokmata - لوكماتا
4001436,Cheekers Burger - شيكرز برجر 
4001437,Lets Thick - ليتس ثك 
4001438,Amoon - عمون
4001439,Tharaa X - ثراء أكس -  cloose
4001440,Broccoli S - بروكلي 
4001441,  توتكا | totikka جربت تشكن ملاي ؟
4001442,Pink Bird - بينك بيرد
4001443,Shake Art - شيك أرت ( terminated )
4001444,Sandwhere - ساندوير
4001445,Dar Fahad  - دار فهد
4001446,Shrimp House - شرمب هاوس
4001447,Angel Café - أنجل كافيه
4001448,Shawarma Fares - شاورما فارس
4001449,Rossovivo Pizza Pasta - روسوڤيڤو بيتزا باستا
4001450,Duha Express - ضحى اكسبريس
4001451,La Paz - لاباز
4001452,Classic Zinger - كلاسيك زنجر - cloose
4001453,Flash Burger - فلاش برجر
4001454,Karak Amala - كرك امالا
4001455,Aunt Muzna - العمة مزنة
4001456,Elya - إليا 
4001457,Almashaheer -مطابخ ومطاعم اصالة المشاهير 
4001458,SweetRoll - سويت رول
4001459,Cilantro Salad - سلطة سيلانترو
4001460,Humble - همبل
4001461,Almaeda Alnajdiah - المائدة النجدية
4001462,Lanterns Indian - الفانوس الهندي
4001463,Alshater Chef - الشاطر شيف
4001464,- برجر سكول - close
4001465,Sandwich AB - ساندويتش
4001466,Shawarma Huper - شاورما هوبر - close
4001467,Shawarma Chef Shakir - شاورما الشيف شاكر
4001468,Bites Arabia - بايتس اريبيا
4001469,Broil Sandwiches - ساندويشات برويل (closed)
4001470,Mornin - مورنين - cloose
4001471,Souq Aalmubarakiya - سوق المباركية ( Closed) 
4001472,Chicki - تشيكي
4001473,Rafah - رفاه
4001474,Tuba - طوبى
4001475,Orzo - أورزو
4001476,Bae Pizza - بي بيتزا
4001477,Finoo - فينو
4001478,Shawarma Food - شاورما فوود
4001479,Bites Italiano - بايتس ايطاليانو - close
4001480,Jorn Coffee Roasters - محمصة جرن
4001481,Siekh Modakn - سيخ مدخن
4001482,Wild Taste - وايلد تيست
4001483,King Alarayisi - كنج العرائسي 
4001484,Sorry Cafe - سوري كافيه 
4001485,Elva - كافيه الفا 
4001486,Bukhari House - بخاري هاوس
4001487,Ladws -لادوس
4001488,Lfaif Enbah - لفائف عنبه 
4001489,Sandwich Bar - ساندويتش بار
4001490,Coffee Wind - ريح البن 
4001491,Beanery Cafe - بيناري
4001492,S7 - اس سفن
4001493,Hijaziyat Alaomda - حجازيات العمده
4001494,Sbarro M - سبارو - Closed
4001495,Pause Cafe -  مقهى إحدى عشر وقفة
4001496,Choowy Goowy | شوي جوي
4001497,Gazzal Restaurant H - مطعم غزال
4001498,Koph Cafe - كوف كافيه
4001499,(CLOSED) Biga Pizza | بيجا بيتزا
4001500,Doro Cafe - دورو كافية
4001501,Shawarma Zone  - شاورما زون  - cloose
4001502,Early Riser Food - ارلي رايزر للمأكولات 
4001503,Addict - اديكت
4001504,Treesas Fried Chicken - تريساس فرايد شيكن
4001505,Adyaf - مطاعم اضياف
4001506,Koobaidah | كوبيدة
4001507,Lahem & Kebab - لحم و كباب
4001508,Perfect Coffee - القهوه المثاليه
4001509,TTWEST PIZZA - تي تي وست
4001510,Karaz Cafe - مقهى كرز 
4001511,Zaiqa Restaurant - مطعم ذايقة
4001512,Dat Pizza Italy - دات بيتزا ايطاليا
4001513,Alfie's - الفيز
4001514,PH’o - فوووووووووووووو
4001515,Karachi Biryani -  كراتشي برياني
4001516,Mr.Done - مستر دون 
4001517,Lubdah Palace Restaurant J - قصر لبدة
4001518,Dabab Warwick - مطعم الضباب ورويك
4001519,Hot Mix M - هوت مكس - close
4001520,Fayroza -  فيروزه
4001521,Nouveau Waffles - نوفو وافلز
4001522,Wadi Alzamord Resturants - مطاعم وادي الزمرد
4001523,Chapati Bhai Restaurant - مطعم جباتي باي
4001524,Hump - هامب - close
4001525,Narcos | ناركوس 
4001526,La Tienda Pasta - لا تندا باستا
4001527,Five Pizza - خمسة بيتزا 
4001528,Papa Saeed Restaurant - مطعم بابا سعيد
4001529,Pulpo Sea Food - بلبو سيفوود
4001530,Sufrat Al Sultan (Permanently Closed) 
4001531,Lavida | لافيدا
4001532,Abby Burger | ابي برجر
4001533,Fator Azoz - فطور عزوز - close 
4001534,Safas Magic Kitchen - مطبخ صفا السحري
4001535,Happy Burger | هابي برجر
4001536,Alfawar - الفوار
4001537,Graffiti Burger - جرافيتي برجر 
4001538,Koshari Time | كشري تايم 
4001539,Ita Pizza - ايتا بيتزا
4001540,Shubbak | شباك
4001541,Just Crispy - جست كرسبي
4001542,2 Sandwiches - 2ساندوتش
4001543,Arab Burger Aq - عرب برجر
4001544,Pizza New - بيتزا نيو
4001545,كوتشي - KOCHI سمبوسة تكا😋🌙
4001546,Flavor House of Javanese - نكهة بيت الجاوي 
4001547,Chateau Marrakech - شاتو مراكش 
4001548,Chocolateness | شوكلتنس
4001549, GOTO  - قوتو
4001550,Swipe Restaurant | مطعم سوايب
4001551,Talbibat Salem - تلبيبة سالم
4001552,Cloud Kabsa - كبسة كلاود 
4001553,Chicken77 - تشيكن 77 closed
4001554,Iklel Alshewaa - اكليل الشواء 
4001555,Gyros | جيروس
4001556,Wing King - وينج كينج
4001557,Teryaq - مطعم ترياق
4001558,Shawerma Basha | شاورما باشا
4001559,Alba Coffee - كوفي البا 
4001560,Lavigor - لافيقور
4001561,In House - ان هاوس
4001562,Mr Shawarma  - مستر شاورما
4001563,Do Society | دو سوسييتي
4001564,Sage | سيج
4001565,Teenat R - تينات
4001566,Chicks Lab - تشيكس  لاب
4001567,The Truck - ذا ترك
4001568,Backet Broast - باكيت بروست
4001569,Kitchen 1982 Restaurant - مطعم كيجن 1982
4001570,Al Marsa - المرسي
4001571,Om Ali - ام علي
4001572,konafa alhana - كنافة الهناء 
4001573,Crispymeal A - كرسبي
4001574,Hakeem BBQ - مشويات حكيم
4001575,Broasted - بروستد
4001576, Bauma Cafe - بُويمَا كافيه
4001577,Big Mamas Kitchen - بيق ماما كيتشن
4001578,Grean Meal - مشويات جرين ميل
4001579,Atayb Alshifaa - اطايب الشفاء
4001580,Mustard Burger | ماسترد برجر
4001581,Encore - انكور CLOSED 
4001582,Qout - قوت
4001583,Hermano Sweets - هيرمانو سويت
4001584,Tuan - توان
4001585,Chapter 2 - الفصل الثاني
4001586,Beesket | بيسكت
4001587,Sky Burger - سكاي برجر
4001588,Whammy | وامي
4001589,Asado - اسادو
4001590,Khush Shay - خوش شاي
4001591,Ahla Lugaimat - احلى لقيمات
4001592,Azal - ازال
4001593,Foodies | فوديز
4001594,Kebba And Fatoush - كبة وفتوش 
4001595,Los Chavos Tacos - لوس تشافوس تاكوز
4001596,Burger Zone M - منطقة برجر
4001597,White Bottle | وايت بوتل
4001598,Burger Vibes - برجر فايبز
4001599,Rice and Fish - رز وسمك
4001600,Nana w Fatair - نعنع وفطائر
4001601,Chapati Al Freej - جباتي الفريج
4001602,Loqaimat Alasal Sweets -  لقيمات العسل للحلويات 
4001603,Baga Bun - باقا بن
4001604,Candle Light - كاندل لايت
4001605,Red cream | رد كريم
4001606,Salad Creations | سالاد كرييشنز
4001607,Ocean Basket BH - أوشن باسكت للمأكولات البحرية
4001608,Karak Al Shayeb | كرك الشايب
4001609,Chicko Chicken  - تشيكو جيكن
4001610,Caf Teria - كاف تريا 
4001611,Quick Stop Burger - كويك ستوب برجر
4001612,Koshari Bites | كشري بايتس
4001613,Psycho Shrimp - مطعم سايكو شرمب
4001614,Sard - سرد
4001615,Fatt Restaurant - مطعم فات
4001616,Albahhar - البحار 
4001617,Habra | هبرة
4001618,Nile Beach For Fish - شاطئ النيل للاسماك 
4001619,Chestnut bakery | تشستنت بيكري 
4001620,Kiin - كيين
4001621,Food Point - فود بوينت
4001622,Frish Middi - ميدي الطازج 
4001623,TTT - تي تي تي بوكس الميني 🌙
4001624,Ridleys burger | ردليز برجر
4001625,Sliders - سلايدر
4001626,Kbsah Alsaddah - كبسة السدة
4001627,Yaejebk - يعجبك
4001628,Khosh Hosh (Permanently Closed)
4001629,Pizza Door | بيتزا دوور
4001630,24 Piraso | 24 بيراسو
4001631,Tashwiha - تشويحة
4001632,Fatirat Wastikana - فطيرة واستكانة -  closse
4001633, مطعم لفائف الشام لتقديم الوجبات - cloose
4001634,Akwab Albun - مقهى أكواب البن
4001635,Saya5 T - سياخ
4001636,Overlap | اوفرلاب
4001637,Triple C - تربل سي
4001638,Shawarma Mishref | شاورما مشرف
4001639,Greenish Keto - جرب الشاورما 🌯 - غرينش كيتو
4001640,Shawarma Packet - شاورما بكت
4001641,Masala Zone - مسالا زون 
4001642,(Closed) Chuck's Burger | تشكس برجر
4001643,Spork - سبورك
4001644,Fogoda | فقودة
4001645,Fisher Net - شبكة الصياد
4001646,Shawarmki - شاورمكي
4001647,Zahrat Al Madain - زهرة المدائن  - cloose
4001648,Dietoo Restaurant - مطعم دايتوو(CLOSED)
4001649,Chick.De.Chicken - تشك دي تشكين
4001650,The Boiling Crab - ذا بويلنق كراب 
4001651,Hubbis | هبّس
4001652,Cut Phill & Burger - كت فلى و برجر 
4001653,Covan Dose - جرعة كوفان 
4001654,Stop And Go - توقف واذهب
4001655,Chawiichaw - تشاوي تشاو
4001656,Burger & Brioche - برجر و بريوش
4001657,Milano Pasta - ميلانو باستا
4001658,Shawerma Prince Shami - شاورما البرنس الشامي 
4001659,Noxy Café - نوكسي كافيه
4001660,Dana AlKunafa - دانة الكنافة
4001661,Daddys Cookies | داديز كوكيز
4001662,Square Grill - شواء سكوير
4001663,The Pasta Bar - ذا باستا بار
4001664,This Way Café - ذس واي كافيه - cloose
4001665,Minitell - ميني تل
4001666,Shubra Tea - شاي شبرا
4001667,Wahad Hashi D - واحد حاشي 
4001668,Flafel Yasmin Alsham - فلافل ياسمين الشام 
4001669,Eagle Coffee - ايجل كوفي
4001670,Masob Eng - هندسة المعصوب
4001671,Bunchies - بنشيز
4001672,Millesaveurs | ميلسافور - Termination
4001673,Ecru Cafe -ايكرو كافية
4001674,Burg R - بورج
4001675,Alto | التو
4001676,Deem Alkhalij - شواية مطاعم ديم الخليج
4001677,Fat Finn | فات فن
4001678,Best Burger - افضل برجر
4001679,Black Bear Cafe - بلاك بير
4001680,Oia Coffee - اويا كافي
4001681,Lup - لب
4001682,Sanea Bakery - صنيع بيكري
4001683,Yasser Fish Restaurant - مطعم أسماك ياسر (CLOSED)
4001684,The Morning Call - مطعم الاتصال الصباحي
4001685,Food Stop - فود ستوب
4001686,Crunchy and Spicy - مقرمش وحراق
4001687,Albidar Resturant - مطاعم البيدر 
4001688,Peppi | ببي
4001689,Rubyan Express - ربيان اكسبرس
4001690,961 Beirut - 961 بيروت
4001691,Café Le Farine - كافيه لو فارين
4001692,Saliyah - سالية
4001693,Freddies | فرديز
4001694,Petri - بيتري
4001695,Shawarma Zone Ji - شاورما زون
4001696,Dinzler - دينزلر
4001697,Mr Cat | مستر كات
4001698,🌙 رفد - RFD
4001699,Magic Burger | ماجيك برجر
4001700,Walking Moon | ووكينك موون
4001701,Bunha Falafel - بنها فلافل
4001702,Zalal Alrafidain Grill - مشويات زلال الرافدين
4001703,Seyla Sweets - حلويات سيلا  - cloose
4001704,Alainsijam Restaurant - مطعم الانسجام
4001705,Jalsat Shahi - جلسة شاهي
4001706,Lafh Jaha - لفة جحا 
4001707,Madghot Kashtah - مضغوط كشته
4001708,Toss - توس
4001709,Yamen Traditional Restaurant - مطعم اليمن الشعبي
4001710,q1Specialty Coffee - كيو ون قهوة مختصة 
4001711,THE RED BOWL - ذا ريد باول 
4001712,Dice Lounge - نرد لاونج
4001713,Mov Specialty Coffee - موف قهوة مختصه
4001714,NOVANTA Pizzeria - نوفانتا
4001715,Senseof Pie - معنى الفطائر
4001716,Chef Ahmed Restaurant - مطعم الشيف أحمد
4001717,Pronto - برونتو
4001718,Falafel Zan - فلافل زان 
4001719,Najie - ناجع
4001720,Alzabadani Grills - الزبداني للمشويات
4001721,لبسنا يوم بدينا 2023
4001722,Mandi Afandi - مندي افندي
4001723,Mélange Bakery - ميلانج بيكري
4001724,Q8 Shawarma Hatab - Q8 شاورما حطب
4001725,Areeq 9/10 - عريق 9/10
4001726,Straight Burger - سترايت برجر
4001727,Fricken Chicken - فريكن تشكن
4001728,Cookie Dough | كوكي دو
4001729,Broccoli Pizza & Pasta T - بروكلي بيتزا & باستا
4001730,The 500 Calorie Project - خمس مئة كالوري بروجكت
4001731,T Rafaels - رافلز - close
4001732,Cortado Café - كورتادو كافيه
4001733,Castello | كاستيلو
4001734,FOLDS - فولدز
4001735,Livorno - ليفورنو - close
4001736,Shrimp Daddy  - شريمب دادي
4001737,Qashtoota - قشطوطة
4001738,Alshayeb Bakery -  فرن الشايب
4001739,FRN R -  فرن 
4001740,Pizzeria Da Mimmo - بيتزاريا دا ميمو 
4001741,Shawarma Adam | شاورما ادم
4001742,Bacha wa Karaeen Alkhaleej | باجه و كراعين الخليج
4001743,(CLOSED) SHAW | شاو
4001744,Ehkyly - احكي لي
4001745,Elio | اليو
4001746,Line | لاين
4001747,Djaj Daabol | دجاج دعبول
4001748,Goldish - قولدش
4001749,Crumbz - كرمبز
4001750,Raseef - رصيف 
4001751,Falafel Themar Damask - فلافل ثمار دمشق
4001752,Crepiano - كريبيانو
4001753,The Sandwich Gallery - ذا ساندوتش جاليري - cloose
4001754,Toastable - توستبل
4001755,Burger and Pasta | برجر و باستا
4001756,French Burger - فرنش برجر
4001757,Poca Drip - قطرة بوكا
4001758,Alreef Aliraqi - الريف العراقي
4001759,Yaki - ياكي
4001760,Tangle - تانقل
4001761,Alaskala - الاسكله للشعبيات 
4001762,Popio - بوبيو
4001763,Paratha Tea - براتا وشاهي - cloose
4001764,Mazij Specialty Coffee - مزيج قهوة مختصة
4001765,Rich | ريتش
4001766,Maple | ميبل - Termination
4001767,Bazza Sweets | بزه للحلويات Terminated
4001768,KOYO - كويو
4001769,Shrimp & Media - شرمب وميديا
4001770,Almrshed Honey | عسل المرشد
4001771,Lean Cut | لين كت 
4001772,Bio | بايو
4001773,Chicken Cheese - تشكن تشيز
4001774,Golden Marinade - مطاعم التتبيلة الذهبية
4001775,DNA | دي ان اي
4001776,Hat Burger Je - هات برجر
4001777,Al Tayeb Grill | مشاوي الطيب
4001778,Astadh Shawarma | أستاذ شاورما
4001779,Croiss - كرويس
4001780,Liken Chicken | لايكن تشيكن
4001781,Klukin | كلكن
4001782,Shawarma Zone R - شاورما زون
4001783,Four Box - فور بوكس
4001784,Asuman | أسومان
4001785,La Chapa - لا تشابا
4001786,BROAST ZONE - بروست زون
4001787,Big Buns | بيج بانز 
4001788,Rooster | روستر
4001789,Trio Pasta - تريو باستا
4001790,Hail Restaurant - مطعم هيل
4001791, Loft - مطعم لوفت
4001792,Haute Gourmet | هوت جورمية
4001793,Holic - هوليك
4001794,Grape Leaves Afrina - ورق عنب افرينا
4001795,Obika Trattoria - مطعم أُبيكا
4001796,Atabalblh - اطايب البلح والكنافه
4001797,VIOLETA - فيولتا 
4001798,AL DEIRA | الديرة
4001799,Savory Dishes - سيفري ديشيز
4001800,Crust Pizzeria | كرست بيتزاريا
4001801,Falafel Darrar -فلافل درر - cloose
4001802,Temperature - تيمبريتشر
4001803,Chang Chang | تشانغ تشانغ
4001804,Kabulian | كابوليان
4001805,Kiish | كيش
4001806,Julian Pie Bakery | جوليان
4001807,Streetzza | ستريتزا
4001808,Knock Cafe - نوك كافيه
4001809,Greenbar - قرين بار
4001810,Diet Lee - دايت لى
4001811,Mudita cookis - موديتا كوكيز
4001812,Supreme Pizza Pasta - سوبريم بيتزا باستا
4001813,Art of wok - ارت اوف ووك
4001814,Chickenzy - تشكنزي
4001815,Kooz Alqahwa T - كوز القهوة 
4001816,Dieters' Healthy Food - مطعم دايترز للأكل الصحي
4001817,Chicken Tikka - دجاج تكا
4001818,Marvello - مارفلو 
4001819,Stir - ستر
4001820,Altahi Fresh - الطاهي فرش
4001821,Funky | فنكي
4001822,Groon - قرون
4001823,SUSUMU - سوسومو
4001824,Meal Point  - نقطة وجبة
4001825,Bhar Dar Aleuz - بهار دار العز
4001826,Fish and Spicy - سمك و بهار
4001827,Tish - تش | تكا على اصولها 
4001828,Mallow - ملو
4001829,Surfista Pizza - سرفستا بيتزا
4001830,Forn7- فرن 7
4001831,Japanese Bowl - جابانيز باول
4001832,Medd Cafe & Roastery - مقهى ومحمصة مد 
4001833,Kunafa Bakorah - كنافة بكورة
4001834,N2 Clouds - N2 كوفي 
4001835,Pasta Way | باستا واي
4001836,Carta Uva - كارتا أوفا
4001837,Art Sip Coffee - ارت سيب كافيه
4001838,Barrid Gelato - بررد جيلاتو
4001839,Blend Burger | بليند برجر
4001840,Gotcha Bubble Tea - قوتشا بابل تي
4001841,Art Alfalodhaj - فن الفالوذج
4001842,Noodles And Gyoza - نودلز و قيوزا
4001843,Lakmousha - لقموشة 
4001844,Sio Specialty Coffee - سيو للقهوة المختصة
4001845,Boba Shop | بوبا شوب
4001846,Burgo | برجو
4001847,Section Tea - قسم الشاي
4001848,Mark Chicken Shawarma - شاورما تشيكن مارك 
4001849,Swaikhat Al Sharq | صويخات الشرق
4001850,Falafel Address - عنوان الفلافل
4001851,Hala Punjub - هلا بنجاب
4001852,ALMAKNAN - المكنان
4001853,Aljawhara Restaurant - مطعم الجوهره البخاري
4001854,Tandoor Fish Restaurant - مطعم سمك التنور
4001855,Bunwich - بنويتش
4001856,Apin Cafe - ابين كافي
4001857,Kruz Restaruant - مطعم كروز - close
4001858,Falafel Roboua AlShami - فلافل ربوع الشامي
4001859,Rawda Fish  - أسماك الروضة لتقديم الوجبات - cloose
4001860,Maedatalhamam - مطعم مائدة الحمام
4001861,Love Bahrain Food Truck - لوف بحرين فود ترك
4001862,Bosphorus - مخبوزات البسفور
4001863,Call Me Chicken | كول مي تشيكن
4001864,Gambero Shrimp - جامبيرو شريمب
4001865,Sangrillo - سانجريلو - close
4001866,Trendy Pizza Pasta - ترندي بيتزا باستا
4001867,Pasta Bar. - باستا بار
4001868,Falfala Home - بيت فلفله
4001869,Jeerh Cafe & Bakery - جيرة
4001870,Posto Pasta | بوستو باستا
4001871,Fried Chicken Hero - فرايد تشكن هيرو
4001872,Grilled Meal - مطعم وجبة مشوية
4001873,Steam Fish - سمك الباخرة
4001874,Bukhari Ozz - بخاري اوز
4001875,Bang Sandwich - بانج ساندوش
4001876,Piqpaq - بيك باك
4001877,Beef Up - بييف اب
4001878,Zaman Ome | زمان امي
4001879,Kotomoto - كوتوموتو
4001880,Zaatar Bakery - زعتر بيكيري 
4001881,Sofret Beirut - سفرة بيروت
4001882,Abou Shawarma - ابو شاورما
4001883,Zad Al Moazeb - زاد المعزب
4001884,Take off - عرض رمضان🌙 - تيك اوف 
4001885,PZA - بيزا
4001886,Chocolate Rivar | شوكلت ريفر
4001887,The SubClub - صب كلوب
4001888,Cofe Hoof - كوفي هوف
4001889,Toast N - توست ان
4001890,Arabi - عربي
4001891,kiin Un-  كيين 
4001892,Nafas Cafe - كوفي نفس
4001893,Shorm World - عالم شورم
4001894,Delluci Cake - دولوتشي كيك
4001895,Mix Elchef - مكس الشيف
4001896,Twenty Fries - تونتي فرايز
4001897,Darb Alhashi Restaurants - مطاعم درب الحاشي
4001898,Shawrma Store - شاورما ستور
4001899,Hunger Mood - هنقرموود
4001900,Humbush Burgers | همبش برجر
4001901,Bufih Sabiha - بوفية صبيحا
4001902,Deca - ديكا
4001903,Glory Burger - قلوري برجر
4001904,Slider Store | سلايدر ستور
4001905,6 o'clock | سيكس اوكلوك
4001906,Fans Cafe - فانز | مقهى ومحمصة
4001907,Dohn - دُهن
4001908,Fatty Dabs Burger Shack | فاتي دابز برجر شاك 
4001909,Chick Maverick - تشك مافريك
4001910,Lulu Sweet - لولو سويت
4001911,Fawz Land Fast food - فوز لاند للوجبات السريعة
4001912,Chef Ikram - شيف اكرام - close
4001913,Biscuits N Cream - بسكويت & كريمة
4001914,Chicken Strips - تشيكن إستربس
4001915,MIX N PIX - مكس اند بكس
4001916,Sandwich T - سندويتش
4001917,Ateeq Tea - شاي عتيق
4001918,Babytais Restaurant - مطعم ومطبخ بيبي تيس
4001919,Better Health - صحتي افضل
4001920,Al Jawhara Restaurant - مطعم ومطبخ الجوهرة الراقي
4001921,Shawaya Al-Bukhari - شواية البخاري
4001922,Dunya Altikka - دنيا التكه
4001923,Hetkia - هيتكا
4001924,Doys Kitchen - دويز كيتشن
4001925,Kunafa Albashawat 9/10  - 9/10 كنافة البشاوات 
4001926,Dorrat Al-Baraka |  درة البركة
4001927,Huila - ويلا
4001928,Chef Hassan - مطعم الشيف حسن
4001929,Khobzah Sahia - خبزة شهية
4001930,Holo Meals - وجبات هولو
4001931,Supreme Falafel | سوبريم فلافل
4001932,Karak Assaf - كرك عساف
4001933,Dahim Al Shamri Blend - توليفة دحيم الشمري
4001934,Popina Foods - بوبينا فودس
4001935,Yazeed Pizza - بيتزا يزيد
4001936,Maitre Choux (Chocolate) - متر شو (شوكولاته)
4001937,Kova - كوفا
4001938,Eclat | ايكلا
4001939,Vito Corleone | فيتو كورليوني
4001940,Makki Express - مكي اكسبرس
4001941,Rozana - مطاعم رزنا
4001942,Shawerma Habteen - شاورما حبتين
4001943,Thirsty - ثيرستي
4001944,Elraqee Restaraunt - مطعم المكان الراقي
4001945,Aial Almooder - عيال المدير
4001946,Shawi Shawaiah - شوي شواية
4001947,Flaflinoo - فلافلينو
4001948,Malama - مالاما
